name,slug,category,subcategory,description,mrp,price,sku,stock,image_urls
White Ceramic Planter with Vertical Ridges 12 cm,white-ceramic-planter-vertical-ridges-12cm,Round Pots,Ceramic Pots,White ceramic planter with vertical ridges 12cm,39900,39900,CER-RND-WHT-RIDGES-12CM,60,
Rectangular Ceramic Planter with Saucer 14 cm,rectangular-ceramic-planter-with-saucer-14cm,Rectangular Planters,Ceramic Pots,Rectangular ceramic planter with saucer 14cm,89900,89900,CER-RECT-SAUCER-14CM,40,
Forest Reindeer Ceramic Planter 14 cm,forest-reindeer-ceramic-planter-14cm,Round Pots,Ceramic Pots,Forest reindeer theme ceramic planter 14cm,49900,49900,CER-RND-REINDEER-14CM,50,
Koi Fish Ceramic Pot 17 cm,koi-fish-ceramic-pot-17cm,Round Pots,Ceramic Pots,Koi fish ceramic pot 17cm,69900,69900,CER-RND-KOI-17CM,50,
Teal Ribbed Ceramic Pot Set Of 3 (21/17/14 cm),teal-ribbed-ceramic-pot-set-3-21-17-14cm,Creative Planter Designs,Ceramic Pots,Set of 3 teal ribbed ceramic pots (21/17/14cm),199900,199900,CER-SET-TEAL-RIB-3PC,25,
EarthTone Matte Ceramic Planter 17 cm,earthtone-matte-ceramic-planter-17cm,Round Pots,Ceramic Pots,EarthTone matte ceramic planter 17cm,59900,59900,CER-RND-EARTHTONE-17CM,50,
White & Black Striped Ceramic Planter with Matching Tray 18 cm,white-black-striped-ceramic-planter-tray-18cm,Creative Planter Designs,Ceramic Pots,Striped ceramic planter with tray 18cm,34900,34900,CER-SET-STRIPED-TRAY-18CM,50,
Birthday Celebration Ceramic Planter Set Of 3 (17/14/11 cm),birthday-celebration-ceramic-planter-set-3-17-14-11cm,Creative Planter Designs,Ceramic Pots,Birthday celebration themed set of 3 planters,149900,149900,CER-SET-BDAY-3PC,30,
Sunflower Bliss Ceramic Planter Set Of 3 (16/14/11 cm),sunflower-bliss-ceramic-planter-set-3-16-14-11cm,Creative Planter Designs,Ceramic Pots,Sunflower bliss design set of 3 planters,149900,149900,CER-SET-SUNFLOWER-3PC,30,
Koi Harmony Ceramic Planter Set Of 3 (16/13/10 cm),koi-harmony-ceramic-planter-set-3-16-13-10cm,Creative Planter Designs,Ceramic Pots,Koi harmony set of 3 ceramic planters,149900,149900,CER-SET-KOI-HARMONY-3PC,30,
Serenity Blossom Ceramic Planter Set Of 3 (17/14/11 cm),serenity-blossom-ceramic-planter-set-3-17-14-11cm,Creative Planter Designs,Ceramic Pots,Serenity blossom set of 3 planters,149900,149900,CER-SET-SERENITY-BLOSSOM-3PC,30,
Peaceful Vase Ceramic Collection Set of 3,peaceful-vase-ceramic-collection-set-3,Creative Planter Designs,Ceramic Pots,Peaceful vase themed ceramic collection set of 3,149900,149900,CER-SET-PEACEFUL-VASE-3PC,30,
Happy Days Cactus Ceramic Planter Set Of 3 (16/14/11 cm),happy-days-cactus-ceramic-planter-set-3-16-14-11cm,Creative Planter Designs,Ceramic Pots,Happy days cactus themed set of 3,149900,149900,CER-SET-HAPPY-DAYS-3PC,30,
Classic White Ceramic Planter Set Of 3 (17/14/11 cm),classic-white-ceramic-planter-set-3-17-14-11cm,Creative Planter Designs,Ceramic Pots,Classic white ceramic planter set of 3,149900,149900,CER-SET-CLASSIC-WHITE-3PC,30,
Polka Dot Stripes Ceramic Planter Set Of 3 (17/14/10 cm),polka-dot-stripes-ceramic-planter-set-3-17-14-10cm,Creative Planter Designs,Ceramic Pots,Polka dot stripes ceramic set of 3,149900,149900,CER-SET-POLKA-STRIPES-3PC,30,
Geometric White Ceramic Planter Set Of 3 (17/14/11 cm),geometric-white-ceramic-planter-set-3-17-14-11cm,Creative Planter Designs,Ceramic Pots,Geometric white ceramic set of 3,149900,149900,CER-SET-GEOMETRIC-WHITE-3PC,30,
Wildlife Tree Ceramic Planter Set Of 3 (17/14/11 cm),wildlife-tree-ceramic-planter-set-3-17-14-11cm,Creative Planter Designs,Ceramic Pots,Wildlife tree ceramic set of 3,149900,149900,CER-SET-WILDLIFE-TREE-3PC,30,
Modern Ombre Ceramic Planter Set Of 3 (17/14/11 cm),modern-ombre-ceramic-planter-set-3-17-14-11cm,Creative Planter Designs,Ceramic Pots,Modern ombre ceramic set of 3,149900,149900,CER-SET-OMBRE-3PC,30,
Serenity Tree Ceramic Pot Set Of 3 (21/17/14 cm),serenity-tree-ceramic-pot-set-3-21-17-14cm,Creative Planter Designs,Ceramic Pots,Serenity tree ceramic pot set of 3,149900,149900,CER-SET-SERENITY-TREE-3PC,30,
Face & Flower Pot Set Of 3 (21/17/14 cm),face-flower-pot-set-3-21-17-14cm,Creative Planter Designs,Ceramic Pots,Face & flower themed set of 3 pots,149900,149900,CER-SET-FACE-FLOWER-3PC,30,
Graceful Face Planter Set Of 3 (17/14/10 cm),graceful-face-planter-set-3-17-14-10cm,Creative Planter Designs,Ceramic Pots,Graceful face planter set of 3,149900,149900,CER-SET-GRACEFUL-FACE-3PC,30,
Classic Ripple Ceramic Pot Collection Set Of 3 (17/14/10 cm),classic-ripple-ceramic-pot-collection-set-3-17-14-10cm,Creative Planter Designs,Ceramic Pots,Classic ripple ceramic pot collection set of 3,149900,149900,CER-SET-CLASSIC-RIPPLE-3PC,30,
Blossom Breeze Ceramic Pot Set Of 3 (17/14/11 cm),blossom-breeze-ceramic-pot-set-3-17-14-11cm,Creative Planter Designs,Ceramic Pots,Blossom breeze ceramic pot set of 3,149900,149900,CER-SET-BLOSSOM-BREEZE-3PC,30,
Apple Harvest Ceramic Planter Set Of 3 (16/13/10 cm),apple-harvest-ceramic-planter-set-3-16-13-10cm,Creative Planter Designs,Ceramic Pots,Apple harvest ceramic planter set of 3,149900,149900,CER-SET-APPLE-HARVEST-3PC,30,
Pure Essence Ceramic Pot Set Of 3 (18/14/8 cm),pure-essence-ceramic-pot-set-3-18-14-8cm,Creative Planter Designs,Ceramic Pots,Pure essence ceramic pot set of 3,149900,149900,CER-SET-PURE-ESSENCE-3PC,30,
Blue Bloom Ceramic Pot Set Of 3 (27/14/10 cm),blue-bloom-ceramic-pot-set-3-27-14-10cm,Creative Planter Designs,Ceramic Pots,Blue bloom ceramic pot set of 3,149900,149900,CER-SET-BLUE-BLOOM-3PC,30,
Beige Matte Fluted Ceramic Planter Set Of 3 (20/17/14 cm),beige-matte-fluted-ceramic-planter-set-3-20-17-14cm,Creative Planter Designs,Ceramic Pots,Beige matte fluted planters set of 3,229900,229900,CER-SET-BEIGE-FLUTED-3PC,25,
Monochrome Elegance Ceramic Planter Set Of 3 (20/17/13 cm),monochrome-elegance-ceramic-planter-set-3-20-17-13cm,Creative Planter Designs,Ceramic Pots,Monochrome elegance ceramic set of 3,199900,199900,CER-SET-MONO-ELEGANCE-3PC,25,
Matte Blue Ribbed Ceramic Planter Set Of 3 (21/17/14 cm),matte-blue-ribbed-ceramic-planter-set-3-21-17-14cm,Creative Planter Designs,Ceramic Pots,Matte blue ribbed set of 3,229900,229900,CER-SET-MATTE-BLUE-RIB-3PC,25,
Chic White Ceramic Pot Set Of 3 (22/18/14 cm),chic-white-ceramic-pot-set-3-22-18-14cm,Creative Planter Designs,Ceramic Pots,Chic white ceramic pot set of 3,199900,199900,CER-SET-CHIC-WHITE-3PC,25,
Simplicity Ceramic Planter Set Of 3 (22/17/14 cm),simplicity-ceramic-planter-set-3-22-17-14cm,Creative Planter Designs,Ceramic Pots,Simplicity ceramic planter set of 3,199900,199900,CER-SET-SIMPLICITY-3PC,25,
Pink Petal Ceramic Pot Collection Set Of 3 (21/16/13 cm),pink-petal-ceramic-pot-collection-set-3-21-16-13cm,Creative Planter Designs,Ceramic Pots,Pink petal ceramic pot collection set of 3,149900,149900,CER-SET-PINK-PETAL-3PC,25,
Beige Matte Fluted Ceramic Planter Set Of 3 (21/17/14 cm),beige-matte-fluted-ceramic-planter-set-3-21-17-14cm,Creative Planter Designs,Ceramic Pots,Beige matte fluted planters set of 3,199900,199900,CER-SET-BEIGE-FLUTED2-3PC,25,
Pink Blossom Ceramic Planter Set Of 3 (21/17/13 cm),pink-blossom-ceramic-planter-set-3-21-17-13cm,Creative Planter Designs,Ceramic Pots,Pink blossom ceramic planter set of 3,199900,199900,CER-SET-PINK-BLOSSOM-3PC,25,
White Ceramic with Black-Lined Design Set Of 3 (21/17/14 cm),white-ceramic-black-lined-design-set-3-21-17-14cm,Creative Planter Designs,Ceramic Pots,White ceramic with black-lined design set of 3,199900,199900,CER-SET-BLACK-LINED-3PC,25,
Inner Peace Illustration Ceramic Pots Set Of 3 (22/18/14 cm),inner-peace-illustration-ceramic-pots-set-3-22-18-14cm,Creative Planter Designs,Ceramic Pots,Inner peace illustration ceramic pots set of 3,199900,199900,CER-SET-INNER-PEACE-3PC,25,
Green Minimalist Ceramic Pot Set Of 3 (19/17/13 cm),green-minimalist-ceramic-pot-set-3-19-17-13cm,Creative Planter Designs,Ceramic Pots,Green minimalist ceramic pot set of 3,199900,199900,CER-SET-GREEN-MINIMAL-3PC,25,
Ceramic Pot with Red Fish Design Set Of 3 (21/16/13 cm),ceramic-pot-red-fish-design-set-3-21-16-13cm,Creative Planter Designs,Ceramic Pots,Red fish design ceramic pot set of 3,199900,199900,CER-SET-RED-FISH-3PC,25,
Teal Ribbed Ceramic Pot Set Of 3 (20/17/14 cm),teal-ribbed-ceramic-pot-set-3-20-17-14cm,Creative Planter Designs,Ceramic Pots,Teal ribbed ceramic pot set of 3,229900,229900,CER-SET-TEAL-RIB2-3PC,25,
Vibrant Pink Geometric Ceramic Pot Set Of 3 (21/17/14 cm),vibrant-pink-geometric-ceramic-pot-set-3-21-17-14cm,Creative Planter Designs,Ceramic Pots,Vibrant pink geometric set of 3,199900,199900,CER-SET-PINK-GEOM-3PC,25,
Ceramic Pots with Artistic Green Leaves Set Of 3 (21/17/14 cm),ceramic-pots-artistic-green-leaves-set-3-21-17-14cm,Creative Planter Designs,Ceramic Pots,Artistic green leaves ceramic pots set of 3,199900,199900,CER-SET-ART-GREEN-LEAVES-3PC,25,
Orange Ribbed Ceramic Pot Set Of 3 (21/17/14 cm),orange-ribbed-ceramic-pot-set-3-21-17-14cm,Creative Planter Designs,Ceramic Pots,Orange ribbed ceramic pot set of 3,199900,199900,CER-SET-ORANGE-RIB-3PC,25,
Garden-Inspired White Ceramic Pot Set Of 3 (22/17/15 cm),garden-inspired-white-ceramic-pot-set-3-22-17-15cm,Creative Planter Designs,Ceramic Pots,Garden-inspired white ceramic pot set of 3,149900,149900,CER-SET-GARDEN-WHITE-3PC,25,
White Sculpted Ceramic Pots with Saucers Set Of 2 (27/14/10 cm),white-sculpted-ceramic-pots-with-saucers-set-2-27-14-10cm,Creative Planter Designs,Ceramic Pots,White sculpted ceramic pots with saucers set of 2,199900,199900,CER-SET-WHITE-SCULPTED-2PC,25,
Black and Red Striped Ceramic Pot Set Of 3 (20/17/14 cm),black-red-striped-ceramic-pot-set-3-20-17-14cm,Creative Planter Designs,Ceramic Pots,Black and red striped ceramic pot set of 3,199900,199900,CER-SET-BLACK-RED-STRIPED-3PC,25,
Hand-Painted Ceramic Planter Set Of 3 (20/16/14 cm),hand-painted-ceramic-planter-set-3-20-16-14cm,Creative Planter Designs,Ceramic Pots,Hand-painted ceramic planter set of 3,199900,199900,CER-SET-HAND-PAINTED-3PC,25,
Blue Horizon Ceramic Planter Set Of 3 (21/17/14 cm),blue-horizon-ceramic-planter-set-3-21-17-14cm,Creative Planter Designs,Ceramic Pots,Blue horizon ceramic planter set of 3,199900,199900,CER-SET-BLUE-HORIZON-3PC,25,
Leafy Scalloped Ceramic Planter Set Of 3 (21/17/14 cm),leafy-scalloped-ceramic-planter-set-3-21-17-14cm,Creative Planter Designs,Ceramic Pots,Leafy scalloped ceramic planter set of 3,199900,199900,CER-SET-LEAFY-SCALLOPED-3PC,25,
Bold Red Ceramic Planter Set Of 3 (25/20/15 cm),bold-red-ceramic-planter-set-3-25-20-15cm,Creative Planter Designs,Ceramic Pots,Bold red ceramic planter set of 3,149900,149900,CER-SET-BOLD-RED-3PC,25,
Floral White Ceramic Pot Set Of 3 (19/15/13 cm),floral-white-ceramic-pot-set-3-19-15-13cm,Creative Planter Designs,Ceramic Pots,Floral white ceramic pot set of 3,149900,149900,CER-SET-FLORAL-WHITE-3PC,25,
Deep Blue Ribbed Ceramic Planters Set Of 3 (18/15/10 cm),deep-blue-ribbed-ceramic-planters-set-3-18-15-10cm,Creative Planter Designs,Ceramic Pots,Deep blue ribbed ceramic planters set of 3,249900,249900,CER-SET-DEEP-BLUE-RIB-3PC,25,
Matte Blue Ribbed Ceramic Planters Set Of 3 (20/17/13 cm),matte-blue-ribbed-ceramic-planters-set-3-20-17-13cm,Creative Planter Designs,Ceramic Pots,Matte blue ribbed ceramic planters set of 3,249900,249900,CER-SET-MATTE-BLUE-RIB-3PC-2,25,
Vintage-Inspired Ribbed Ceramic Planter 23 cm,vintage-inspired-ribbed-ceramic-planter-23cm,Round Pots,Ceramic Pots,Vintage-inspired ribbed ceramic planter 23cm,89900,89900,CER-RND-VINTAGE-RIB-23CM,40,
Mint Green Ceramic Planter 21 cm,mint-green-ceramic-planter-21cm,Round Pots,Ceramic Pots,Mint green ceramic planter 21cm,99900,99900,CER-RND-MINT-GREEN-21CM,40,
Modern White Ribbed Ceramic Planter 13 cm,modern-white-ribbed-ceramic-planter-13cm,Round Pots,Ceramic Pots,Modern white ribbed ceramic planter 13cm,149900,149900,CER-RND-MODERN-WHITE-RIB-13CM,30,
Grey Ceramic Indoor Planter 10 cm,grey-ceramic-indoor-planter-10cm,Round Pots,Ceramic Pots,Grey ceramic indoor planter 10cm,34900,34900,CER-RND-GREY-INDOOR-10CM,50,
Green Ceramic Planters with Gold Rim Set Of 3 (21/18/14 cm),green-ceramic-planters-gold-rim-set-3-21-18-14cm,Creative Planter Designs,Ceramic Pots,Green ceramic planters with gold rim set of 3,349900,349900,CER-SET-GOLD-RIM-GREEN-3PC,20,
Minimalist Sculpted Face Ceramic Planter 15 cm,minimalist-sculpted-face-ceramic-planter-15cm,Creative Planter Designs,Ceramic Pots,Minimalist sculpted face ceramic planter 15cm,79900,79900,CER-SET-FACE-MINIMAL-15CM,40,
Slant Top Asymmetrical White Ceramic Planter 14 cm,slant-top-asymmetrical-white-ceramic-planter-14cm,Round Pots,Ceramic Pots,Slant top asymmetrical white ceramic planter 14cm,69900,69900,CER-RND-SLANT-TOP-WHITE-14CM,40,
Aqua Blue Ceramic Planter Set (18/17/9 cm),aqua-blue-ceramic-planter-set-18-17-9cm,Creative Planter Designs,Ceramic Pots,Aqua blue ceramic planter set (18/17/9cm),299900,299900,CER-SET-AQUA-BLUE-3PC,25,
Decorative Matte Green Plant Container 9 cm,decorative-matte-green-plant-container-9cm,Round Pots,Ceramic Pots,Decorative matte green plant container 9cm,29900,29900,CER-RND-MATTE-GREEN-9CM,50,
Gray Raised Bowl Succulent Planter 8 cm,gray-raised-bowl-succulent-planter-8cm,Round Pots,Ceramic Pots,Gray raised bowl succulent planter 8cm,149900,149900,CER-RND-GRAY-RAISED-BOWL-8CM,30,
White Hourglass Ceramic Planter 19 cm,white-hourglass-ceramic-planter-19cm,Round Pots,Ceramic Pots,White hourglass ceramic planter 19cm,119900,119900,CER-RND-WHITE-HOURGLASS-19CM,40,
Oval Matte Black Ceramic Planter 14 cm,oval-matte-black-ceramic-planter-14cm,Round Pots,Ceramic Pots,Oval matte black ceramic planter 14cm,169900,169900,CER-RND-OVAL-BLACK-14CM,40,
White Ribbed Ceramic Planter Set Of 2 (17/14 cm),white-ribbed-ceramic-planter-set-2-17-14cm,Creative Planter Designs,Ceramic Pots,White ribbed ceramic planter set of 2,339900,339900,CER-SET-WHITE-RIBBED-2PC,20,
